airline,fleet_size,diversity,modernity_index,version_v1,qa_notes
HELSINKI CITYCOPTER,3,0.666666667,0,v1,fleet_too_small
HIMALAYA AIRLINES,4,0.5,0,v1,fleet_too_small
HOKKAIDO AIR SYSTEM,4,0.25,0,v1,fleet_too_small
HONEYWELL INTERNATIONAL,2,1,0,v1,fleet_too_small
HOVERFLY,3,0.666666667,0,v1,fleet_too_small
HUBEI SKY-BLUE INTERNATIONAL AVIATION ACADEMY,3,0.333333333,0,v1,fleet_too_small
HUMMINGBIRD AVIATION,3,1,0,v1,fleet_too_small
HUNGARY AIRLINES,1,1,0,v1,fleet_too_small
HYDRO-QUABEC,4,0,0,v1,fleet_too_small
I-FLY AIR,3,0.666666667,0,v1,fleet_too_small
ICAR AIR,1,1,0,v1,fleet_too_small
ICS-AERO,2,1,0,v1,fleet_too_small
IMAGE AIR CHARTER,1,1,0,v1,fleet_too_small
IMPERIALJET,1,1,0,v1,fleet_too_small
INDIAONE AIR,2,0.5,0,v1,fleet_too_small
INITIUM AVIATION,4,1,0,v1,fleet_too_small
INNER MONGOLIA NORTHERN EXPRESS,1,1,0,v1,fleet_too_small
INTEL AIR SHUTTLE,2,0.5,0,v1,fleet_too_small
INTERJET WEST,1,1,0,v1,fleet_too_small
INTERNATIONAL COMMITTEE OF THE RED CROSS,1,1,0,v1,fleet_too_small
ISLAND AVIATION,2,0.5,0,v1,fleet_too_small
ISLAND WINGS CHARTER,2,1,0,v1,fleet_too_small
IXAIR,4,0.75,0,v1,fleet_too_small
J D AVIATION,2,1,0,v1,fleet_too_small
JAYAWIJAYA DIRGANTARA,1,1,0,v1,fleet_too_small
JET ACCESS,3,0.666666667,0,v1,fleet_too_small
JET AIR GROUP,3,1,0,v1,fleet_too_small
JET AVIATION BUSINESS JETS DEUTSCHLAND,1,1,0,v1,fleet_too_small
JET AVIATION FLIGHT SERVICES,4,1,0,v1,fleet_too_small
JET CONCIERGE CLUB,1,1,0,v1,fleet_too_small
JET EXECUTIVE,4,0.5,0,v1,fleet_too_small
JET FLY AIRLINE,3,0.666666667,0,v1,fleet_too_small
JET NET SERVICES,2,1,0,v1,fleet_too_small
JET RESCUE AIR AMBULANCE,4,0.75,0,v1,fleet_too_small
JET-A,1,1,0,v1,fleet_too_small
JETBEE,4,0.5,0,v1,fleet_too_small
JETCALL,1,1,0,v1,fleet_too_small
JETKONTOR,3,1,0,v1,fleet_too_small
JETNEXA,1,1,0,v1,fleet_too_small
JETOLOGY,2,1,0,v1,fleet_too_small
JETSET,3,1,0,v1,fleet_too_small
JETSTREAM AVIATION CONGO,1,1,0,v1,fleet_too_small
JETWAYS AIRLINES,4,0.75,0,v1,fleet_too_small
JHONLIN AIR TRANSPORT,4,1,0,v1,fleet_too_small
JIANGSU JET,1,1,0,v1,fleet_too_small
JINXIANG AIRLINES,3,0.666666667,0,v1,fleet_too_small
JIVAIR,2,1,0,v1,fleet_too_small
JONIKA,2,1,0,v1,fleet_too_small
JS AVIATION,2,1,0,v1,fleet_too_small
JUMP AIR,2,0.5,0,v1,fleet_too_small
JUNG SKY,3,0.333333333,0,v1,fleet_too_small
KAISERAIR,3,1,0,v1,fleet_too_small
KANGALA AIR EXPRESS,1,1,0,v1,fleet_too_small
KEEWATIN AIR,3,0.666666667,0,v1,fleet_too_small
KENAI AVIATION,2,0.5,0,v1,fleet_too_small
KHABAVIA,4,0.5,0,v1,fleet_too_small
KOLOB CANYONS AIR SERVICES,4,0.25,0,v1,fleet_too_small
KUDLIK AVIATION,3,0.333333333,0,v1,fleet_too_small
KUSH AVIATION,3,0.666666667,0,v1,fleet_too_small
LA COSTENA,4,0.25,0,v1,fleet_too_small
LAM,3,0.333333333,0,v1,fleet_too_small
LANEXANG,2,0.5,0,v1,fleet_too_small
LANEXANG AIRWAYS INTERNATIONAL,2,0.5,0,v1,fleet_too_small
LAO SKYWAY,4,0.75,0,v1,fleet_too_small
LAS CARGO,4,1,0,v1,fleet_too_small
LATITUDE AIR AMBULANCE,4,0.5,0,v1,fleet_too_small
LATVIA - AIR FORCE,3,1,0,v1,fleet_too_small
LEAV AVIATION,2,0.5,0,v1,fleet_too_small
LEGACY AIRWAYS,1,1,0,v1,fleet_too_small
LEGEND AIRLINES,3,0.333333333,0,v1,fleet_too_small
LIAT 20,4,0.75,0,v1,fleet_too_small
LIBERTY JET MANAGEMENT,1,1,0,v1,fleet_too_small
LIBYA - AIR FORCE,1,1,0,v1,fleet_too_small
LIBYAN EXPRESS,4,1,0,v1,fleet_too_small
LIBYAN WINGS,4,0.25,0,v1,fleet_too_small
LIFE LINE AVIATION,4,0.75,0,v1,fleet_too_small
LIFT,1,0,0,v1,fleet_too_small
LIPICAN AER,3,0.666666667,0,v1,fleet_too_small
LIZ AVIATION,1,1,0,v1,fleet_too_small
LONE STAR COMMUNICATIONS,1,1,0,v1,fleet_too_small
LONGTAIL AVIATION,2,1,0,v1,fleet_too_small
LUMINAIR,3,0.666666667,0,v1,fleet_too_small
LUMIWINGS,2,1,0,v1,fleet_too_small
LYDD AIR,1,1,0,v1,fleet_too_small
MAE AIRCRAFT MANAGEMENT,1,1,0,v1,fleet_too_small
MAK KG AIRLINES,4,1,0,v1,fleet_too_small
MALAWI AIRLINES,3,1,0,v1,fleet_too_small
MALETH-AERO,4,0.75,0,v1,fleet_too_small
MALTA MEDAIR,1,1,0,v1,fleet_too_small
MANASIK AVIATION,2,0.5,0,v1,fleet_too_small
MANGO,1,1,0,v1,fleet_too_small
MANN YADANARPON AIRLINES,3,0.333333333,0,v1,fleet_too_small
MAP LINHAS AEREAS,1,1,0,v1,fleet_too_small
MARATHON AIRLINES,2,1,0,v1,fleet_too_small
MARTINAIR,1,1,0,v1,fleet_too_small
MARTINATMS FAMOUS PASTRY SHOPPE,4,0,0,v1,fleet_too_small
MAS,4,0.5,0,v1,fleet_too_small
MAXIMUS AIRLINES,1,1,0,v1,fleet_too_small
MCDAN AVIATION,2,1,0,v1,fleet_too_small
MEDAVIA,3,0.666666667,0,v1,fleet_too_small
MEDSKY AIRWAYS,2,0.5,0,v1,fleet_too_small
MERIDIAN,3,0.666666667,0,v1,fleet_too_small
MERMOZ-ACADEMY,4,0.5,0,v1,fleet_too_small
MILLESIME AVIATION,2,1,0,v1,fleet_too_small
MINGALAR,4,0.25,0,v1,fleet_too_small
MOAAMBIQUE EXPRESSO,4,0,0,v1,fleet_too_small
MOALEM AVIATION,3,0.333333333,0,v1,fleet_too_small
MODERN LOGISTICS,3,0.666666667,0,v1,fleet_too_small
MONACAIR,3,0.666666667,0,v1,fleet_too_small
MONGOLIAN AIRWAYS,2,1,0,v1,fleet_too_small
MOUNTHILL AVIATION,2,1,0,v1,fleet_too_small
MPC AIR,3,0.666666667,0,v1,fleet_too_small
MULTIFLIGHT,4,1,0,v1,fleet_too_small
MYWAY AIRLINES,2,1,0,v1,fleet_too_small
NAC CHARTER,1,1,0,v1,fleet_too_small
NALJETS,4,1,0,v1,fleet_too_small
NANSHAN JET,2,1,0,v1,fleet_too_small
NATIONAL JETS,1,1,0,v1,fleet_too_small
NEOJETS,1,1,0,v1,fleet_too_small
NEW WAY CARGO AIRLINES,4,0.75,0,v1,fleet_too_small
NEXGEN AVIATION,4,0.75,0,v1,fleet_too_small
NEXTGEN FLIGHT SOLUTIONS,1,1,0,v1,fleet_too_small
NG EAGLE,4,1,0,v1,fleet_too_small
NOMAD AVIATION,1,1,0,v1,fleet_too_small
NORDJET AIRLINES,1,1,0,v1,fleet_too_small
NORTH CENTRAL AVIATION,2,1,0,v1,fleet_too_small
NORTH COUNTRY AVIATION,3,1,0,v1,fleet_too_small
NORTH-WESTERN CARGO INTERNATIONAL AIRLINES,4,0.25,0,v1,fleet_too_small
NORTHERN AIR FIJI,2,1,0,v1,fleet_too_small
NORTHERN THUNDERBIRD AIR,4,0.75,0,v1,fleet_too_small
NORTHWEST FLYERS,3,0.666666667,0,v1,fleet_too_small
NOVAIR,1,1,0,v1,fleet_too_small
OLYMPUS AIRWAYS,1,1,0,v1,fleet_too_small
OMNI EXECUTIVE AVIATION,2,1,0,v1,fleet_too_small
ORIENTAL AIR BRIDGE,2,0.5,0,v1,fleet_too_small
ORIGIN AIR,4,0.5,0,v1,fleet_too_small
ORTAC,4,1,0,v1,fleet_too_small
PADAVIATION,4,0.25,0,v1,fleet_too_small
PAL AEROSPACE,3,1,0,v1,fleet_too_small
PAN EUROPEENNE,2,1,0,v1,fleet_too_small
PAN EUROPEENNE AIR SERVICE,3,0.666666667,0,v1,fleet_too_small
PANAVIATIC,4,0.75,0,v1,fleet_too_small
PANELLENIC AIRLINES,3,0.333333333,0,v1,fleet_too_small
PARADOX JETS,4,0.5,0,v1,fleet_too_small
PARANAIR,4,0.5,0,v1,fleet_too_small
PATTAYA AIRWAYS,2,1,0,v1,fleet_too_small
PEN-AVIA,2,1,0,v1,fleet_too_small
PEOPLE'S,1,1,0,v1,fleet_too_small
PERU - NAVY,4,0.75,0,v1,fleet_too_small
PHOENIX AVIATION,4,1,0,v1,fleet_too_small
PINEAPPLE AIR,3,1,0,v1,fleet_too_small
PIVOT AIRLINES,3,1,0,v1,fleet_too_small
POLAND - NAVY,4,0.5,0,v1,fleet_too_small
POLAR AIRLINES,2,0.5,0,v1,fleet_too_small
PORSCHE AIR SERVICE,1,1,0,v1,fleet_too_small
PORTUGAL - AIR FORCE,2,0.5,0,v1,fleet_too_small
PRADHAAN AIR EXPRESS,1,1,0,v1,fleet_too_small
PREMIER AIRLINES,3,1,0,v1,fleet_too_small
PREMIUM JET,2,1,0,v1,fleet_too_small
PRESTIGE AIR GROUP,4,0.5,0,v1,fleet_too_small
PRIME AVIATION,4,0.75,0,v1,fleet_too_small
PRINCE AVIATION,4,1,0,v1,fleet_too_small
PRINCELY JETS,1,1,0,v1,fleet_too_small
PRIORITY AIR CHARTER,4,0.5,0,v1,fleet_too_small
PRIVATMAIR,2,0,0,v1,fleet_too_small
PROAIRWAYS,2,1,0,v1,fleet_too_small
QA AVIATION,2,1,0,v1,fleet_too_small
QINGDAO JIUTIAN INTERNATIONAL FLIGHT ACADEMY,4,1,0,v1,fleet_too_small
QUANTA AVIATION SERVICES,4,0.75,0,v1,fleet_too_small
QUIKJET CARGO AIRLINES,1,1,0,v1,fleet_too_small
RAF-AVIA,4,1,0,v1,fleet_too_small
RAIMON AIRWAYS,2,0.5,0,v1,fleet_too_small
REAL TONGA AIRLINE,1,1,0,v1,fleet_too_small
RED AIR,2,0.5,0,v1,fleet_too_small
RED SEA AIRLINES,4,1,0,v1,fleet_too_small
RED WING AVIATION,4,0.5,0,v1,fleet_too_small
REEVE AIR ALASKA,1,1,0,v1,fleet_too_small
REGA SWISS AIR-AMBULANCE,3,0.333333333,0,v1,fleet_too_small
REPUBLIC AIRWAYS,1,1,0,v1,fleet_too_small
REVA AIR AMBULANCE,1,1,0,v1,fleet_too_small
REYNOLDS JET MANAGEMENT,1,0,0,v1,fleet_too_small
RGA-BLACK STONE AIRLINES,2,1,0,v1,fleet_too_small
RICHMOR AVIATION,4,0.75,0,v1,fleet_too_small
RORAIMA AIRWAYS,3,0.666666667,0,v1,fleet_too_small
ROTANA JET,2,1,0,v1,fleet_too_small
ROYAL JET,1,1,0,v1,fleet_too_small
ROYAL STAR AVIATION,3,0.666666667,0,v1,fleet_too_small
ROYALAIR PHILIPPINES,4,1,0,v1,fleet_too_small
RS AVIA,1,1,0,v1,fleet_too_small
RUBYSTAR,3,0.333333333,0,v1,fleet_too_small
SAHA AIRLINES,4,1,0,v1,fleet_too_small
SAHEL AVIATION SERVICE,4,0.75,0,v1,fleet_too_small
SAMOA AIRWAYS,2,1,0,v1,fleet_too_small
SAN MARINO EXECUTIVE AVIATION,1,1,0,v1,fleet_too_small
SARDINIAN SKY SERVICE,3,0.666666667,0,v1,fleet_too_small
SASCA AIRLINES,1,1,0,v1,fleet_too_small
SATURN AVIATION,2,1,0,v1,fleet_too_small
SAURYA AIRLINES,2,0.5,0,v1,fleet_too_small
SC AVIATION,4,1,0,v1,fleet_too_small
SEABORNE,1,1,0,v1,fleet_too_small
SEAIR INTERNATIONAL,2,1,0,v1,fleet_too_small
SECURITY AVIATION,3,0.666666667,0,v1,fleet_too_small
SELECTJET,3,0.666666667,0,v1,fleet_too_small
SENOR AIR,3,0.666666667,0,v1,fleet_too_small
SERVICIOS AAREOS ILSA,1,0,0,v1,fleet_too_small
SERVICIOS AEREOS MILENIO,4,0.5,0,v1,fleet_too_small
SEVENBAR AVIATION,1,1,0,v1,fleet_too_small
SHANDONG DAGAO INTERNATIONAL FLIGHT ACADEMY,1,1,0,v1,fleet_too_small
SHIRAK AVIA,3,1,0,v1,fleet_too_small
SHORELINE AVIATION,4,0.75,0,v1,fleet_too_small
SIAM GENERAL AVIATION,1,1,0,v1,fleet_too_small
SIERRA PACIFIC AIRLINES,2,1,0,v1,fleet_too_small
SILESIA AIR,4,0.75,0,v1,fleet_too_small
SINO JET BEIJING,1,1,0,v1,fleet_too_small
SIRIO,3,0.666666667,0,v1,fleet_too_small
SIRIUS AERO,1,1,0,v1,fleet_too_small
SKS AIRWAYS,1,1,0,v1,fleet_too_small
SKY ANGKOR AIRLINES,3,0.333333333,0,v1,fleet_too_small
SKY BUS,4,0.5,0,v1,fleet_too_small
SKY GATES AIRLINES,3,0.666666667,0,v1,fleet_too_small
SKY KG AIRLINES,2,1,0,v1,fleet_too_small
SKY MALI,1,1,0,v1,fleet_too_small
SKYGUARD,1,1,0,v1,fleet_too_small
SKYHIGH DOMINICANA,1,0,0,v1,fleet_too_small
SKYJET,1,1,0,v1,fleet_too_small
SKYJET AIRLINES,2,0.5,0,v1,fleet_too_small
SKYJET AVIATION SERVICES,2,0.5,0,v1,fleet_too_small
SKYLIGHT,4,0.5,0,v1,fleet_too_small
SKYLINE AIRLINES,1,1,0,v1,fleet_too_small
SKYLINE TRANSPORTATION,1,1,0,v1,fleet_too_small
SKYMARK EXECUTIVE,2,1,0,v1,fleet_too_small
SKYSERVICE BUSINESS AVIATION,1,1,0,v1,fleet_too_small
SKYTRADERS,1,1,0,v1,fleet_too_small
SKYWAY ENTERPRISES,3,0.333333333,0,v1,fleet_too_small
SLAM LAVORI AEREI,1,1,0,v1,fleet_too_small
SLATE FALLS AIRWAYS,3,0.666666667,0,v1,fleet_too_small
SLOVAKIA - GOVERNMENT,1,1,0,v1,fleet_too_small
SMALL FLY,4,0.75,0,v1,fleet_too_small
SMART JET INTERNATIONAL,1,1,0,v1,fleet_too_small
SMARTLINE,2,1,0,v1,fleet_too_small
SMARTLYNX ESTONIA,1,1,0,v1,fleet_too_small
SOLAR CARGO,1,1,0,v1,fleet_too_small
SOLARIS AERO,4,0.5,0,v1,fleet_too_small
SOLINAIR,1,1,0,v1,fleet_too_small
SOLITAIR,4,1,0,v1,fleet_too_small
SOUTHERN AIR CHARTER,1,1,0,v1,fleet_too_small
SOUTHWEST AIRCRAFT CHARTER,2,0.5,0,v1,fleet_too_small
SPACEBEE AIRLINES,2,1,0,v1,fleet_too_small
SPARFELL,3,1,0,v1,fleet_too_small
SPECSAVERS AVIATION,3,0.666666667,0,v1,fleet_too_small
SPOT JET SERVICES,1,1,0,v1,fleet_too_small
SPREE FLUG,3,0.666666667,0,v1,fleet_too_small
SRIWIJAYA AIR,4,0.5,0,v1,fleet_too_small
STAR AVIATION,4,0.75,0,v1,fleet_too_small
STAR EAST AIRLINES,3,0.666666667,0,v1,fleet_too_small
STAR JET,1,1,0,v1,fleet_too_small
STAR WINGS,3,1,0,v1,fleet_too_small
STELLAER 212,2,0.5,0,v1,fleet_too_small
STERLING AVIATION,2,1,0,v1,fleet_too_small
SU AIRLINES,1,1,0,v1,fleet_too_small
SUDAN AIRWAYS,2,1,0,v1,fleet_too_small
SUN AIR BULGARIA,1,1,0,v1,fleet_too_small
SUNKAR AIR,2,1,0,v1,fleet_too_small
SUNLIGHT AIR,3,0.333333333,0,v1,fleet_too_small
SUPERIOR AIR CHARTER,3,0.333333333,0,v1,fleet_too_small
SUPERNOVA AIRLINES,2,1,0,v1,fleet_too_small
SURINAM AIRWAYS,2,0.5,0,v1,fleet_too_small
SUZHOU AVIATION,2,1,0,v1,fleet_too_small
SWEDEN - POLICE,1,1,0,v1,fleet_too_small
SWIFTAIR HELLAS,3,0.666666667,0,v1,fleet_too_small
SWISS PRIVATE JET,3,0.666666667,0,v1,fleet_too_small
SWITZERLAND - AIR FORCE,1,1,0,v1,fleet_too_small
SXM AIRWAYS,4,1,0,v1,fleet_too_small
SYBAJET SAN MARINO,2,0.5,0,v1,fleet_too_small
TAB CARGO,1,1,0,v1,fleet_too_small
TAE AVIA,3,0.666666667,0,v1,fleet_too_small
TAESPEJO PORTUGAL,2,1,0,v1,fleet_too_small
TAGAIRLINES,4,0.5,0,v1,fleet_too_small
TANANA AIR SERVICE,1,1,0,v1,fleet_too_small
TAR MEXICO,1,0,0,v1,fleet_too_small
TASHKENT AIR,1,1,0,v1,fleet_too_small
TATRAJET,1,1,0,v1,fleet_too_small
TBILISI AIRWAYS,1,1,0,v1,fleet_too_small
TEXEL AIR,4,1,0,v1,fleet_too_small
TEZ JET AIRLINES,3,0.666666667,0,v1,fleet_too_small
THALAIR,3,1,0,v1,fleet_too_small
THE KING'S HELICOPTER FLIGHT,2,0.5,0,v1,fleet_too_small
TOPFLIGHT AERO-SERVICES,2,0.5,0,v1,fleet_too_small
TOTAL EXPRESS,1,1,0,v1,fleet_too_small
TOYO AVIATION,4,1,0,v1,fleet_too_small
TRANS AIR CONGO,4,0.75,0,v1,fleet_too_small
TRANS ISLAND AIRWAYS,2,1,0,v1,fleet_too_small
TRANSAVIABALTIKA,2,1,0,v1,fleet_too_small
TRANSCARGA INTERNATIONAL AIRWAYS,1,1,0,v1,fleet_too_small
TRANSPORTE AEREO DE COLOMBIA,1,1,0,v1,fleet_too_small
TRANSWING,1,1,0,v1,fleet_too_small
TRAVEL MANAGEMENT COMPANY,2,1,0,v1,fleet_too_small
TROPIC OCEAN AIRWAYS,1,1,0,v1,fleet_too_small
TURKMENISTAN - GOVERNMENT,4,0.75,0,v1,fleet_too_small
TURPIAL AIRLINES,3,0.666666667,0,v1,fleet_too_small
TUS AIR,3,0.333333333,0,v1,fleet_too_small
UKRAINE - STATE AIR TRAFFIC SERVICE,2,0.5,0,v1,fleet_too_small
UKRAINE AIR ALLIANCE,3,0.333333333,0,v1,fleet_too_small
ULS AIRLINES CARGO,4,0.5,0,v1,fleet_too_small
UMZAXPRESS,2,0.5,0,v1,fleet_too_small
UNI-FLY,4,0.5,0,v1,fleet_too_small
UNI-FLY HELIWORX,2,1,0,v1,fleet_too_small
UNITED EAGLE,2,1,0,v1,fleet_too_small
UNITED KINGDOM - COAST GUARD,3,0.333333333,0,v1,fleet_too_small
UNITED NIGERIA AIRLINES,4,0.5,0,v1,fleet_too_small
UNITED STATES - SOUTH CAROLINA AERONAUTICS COMM.,3,1,0,v1,fleet_too_small
UNITED STATES - TENNESSEE VALLEY AUTHORITY,2,1,0,v1,fleet_too_small
UNIVERSAL AIR,4,0.5,0,v1,fleet_too_small
UNIWORLD AIR CARGO,4,1,0,v1,fleet_too_small
USC,2,1,0,v1,fleet_too_small
VALUEJET,3,1,0,v1,fleet_too_small
VAN AIR EUROPE,1,1,0,v1,fleet_too_small
VASCO,4,0.25,0,v1,fleet_too_small
VENEZOLANA,4,0.75,0,v1,fleet_too_small
VETERANS AIRLIFT COMMAND,1,1,0,v1,fleet_too_small
VIETRAVEL AIRLINES,2,1,0,v1,fleet_too_small
VOLUXIS,3,1,0,v1,fleet_too_small
VW AIR SERVICE,2,0.5,0,v1,fleet_too_small
WEJET,1,1,0,v1,fleet_too_small
WERMLANDSFLYG,4,0.5,0,v1,fleet_too_small
WEST LINK AIRLINES,1,1,0,v1,fleet_too_small
WHITE,3,0.666666667,0,v1,fleet_too_small
WIKING HELIKOPTER SERVICE,1,1,0,v1,fleet_too_small
WINDROSE AIR JETCHARTER,2,1,0,v1,fleet_too_small
WOODGATE AVIATION,4,0.75,0,v1,fleet_too_small
WORLD CARGO AIRLINES,3,1,0,v1,fleet_too_small
XE JET,2,0.5,0,v1,fleet_too_small
XEAD AVIATION,1,1,0,v1,fleet_too_small
XENA,2,0.5,0,v1,fleet_too_small
XINJIANG GENERAL AVIATION,3,0.666666667,0,v1,fleet_too_small
XINJIANG SKYLINK GENERAL AVIATION,1,1,0,v1,fleet_too_small
YANAIR,3,1,0,v1,fleet_too_small
YELLOW WINGS AIR SERVICES,4,0.5,0,v1,fleet_too_small
YEMENIA,4,0.5,0,v1,fleet_too_small
ZAFER AIR,2,1,0,v1,fleet_too_small
ZAMBIA AIRWAYS,1,1,0,v1,fleet_too_small
ZENITH AVIATION,4,0.75,0,v1,fleet_too_small
ZETAVIA,2,0.5,0,v1,fleet_too_small
ZIL AIR,1,1,0,v1,fleet_too_small
ZONDAJET,2,0.5,0,v1,fleet_too_small
ZOOOM,4,0.25,0,v1,fleet_too_small
ZORTE AIR,1,1,0,v1,fleet_too_small
